,0
1359,Swanson
1360,Quazi Nafis
1361,Don ThompsonAt
1362,Stephen Roach
1363,Ted Beck
1364,Michael Elliott
1365,Jeremey Allaire
1366,David Holmes
1367,Attica Prison
1368,Dick Whittington
1369,Mickey Levy
1370,Robert Hanson
1371,John Ernst
1372,Chuck Shumer
1373,Satyadeep Jain
1374,Dick Grayson
1375,Sheila Krumholz
1376,Thierry Desmarest
1377,Alexandra Harney
1378,Brian Snyder
1379,Ken Rogoff
1380,Jane Nakagawa
1381,Michael Kinsley
1382,Tim Tebow
1383,Bill Ackman
1384,Dan Haynes
1385,Robert Niblock
1386,Steve Starker
1387,Joe Magnacca
1388,Bill Stiritz
1389,Eddie KeoghSwans
1390,Sergio Berensztein
1391,Frank Lavin
1392,Pearlman
1393,Roddy Boyd
1394,Alexei Mordashov
1395,Mile Ullman
1396,Jon Stryker
1397,Shane Robison
1398,Jon Stein
1399,Donald Tomnitz
1400,Perry Mason
1401,Allen Shayanfekr
1402,Roberts
1403,Mark Harrison
1404,New Highs
1405,Jeffrey Immelt
1406,Michael Bloomberg
1407,Aaron Levie
1408,Eric Evans
1409,Craig Donaldson
1410,Chuck Mathewson
1411,Eric Greenberg
1412,Pfizer Rejected
1413,Charles Robertson
1414,Philip Clarke
1415,Brendan McMahon
1416,Immelt
1417,Steve Kandarian
1418,Brian Blaszcak
1419,Rick Snyder
1420,Robert Schmidt
1421,Moulton
1422,Peter Levine
1423,John Stumpf
1424,Marc Elovitz
1425,Patterson
1426,New Taiwan
1427,Hunter Harrison
1428,John Lobb
1429,Glenn Cohen
1430,Woodard
1431,Janet Hanson
1432,Woodman
1433,Frank Cohen
1434,Kevin Watters
1435,Dan Brown
1436,Rupert Stadler
1437,John Roberts
1438,Jacky Johnson
1439,Eric Graham
1440,Ian Rogers
1441,Describing Yellen
1442,Don Yeomans
1443,John Tunney
1444,Doug Bell
1445,Ben Graham
1446,James Doty
1447,David Chambers
1448,Charles Neivert
1449,Kenneth Lewis
1450,John Fredriksen
1451,Bezos
1452,Mount Kilimanjaro
1453,Brian Cornell
1454,Clarence Otis
1455,Azeem Azhar
1456,Tom Gutierrez
1457,Andrew Dodd
1458,Glenn Greenberg
1459,Brendon Burchard
1460,Nigel Stephenson
1461,Dick Weil
1462,Maurice Levy
1463,Dave Logan
1464,Muhtar Kent
1465,John Silvia
1466,Steve Gorman
1467,Jeffrey Smith
1468,Mike Hopkins
1469,Norman Chan
1470,Mitsue Sasaki
1471,Mark Spitznagel
1472,Brian Walsh
1473,Richard Galanti
1474,Michael West
1475,Pascal Soriot
1476,Douglas Wolford
1477,Paul Coppinger
1478,John Stankey
1479,Weiner
1480,Fred Buenrostro
1481,Daniel Baker
1482,David Brooks
1483,Nicola Peltz
1484,Josh Zerlan
1485,Stephen A. Schwarzman
1486,Bob Parker
1487,Chhabra
1488,Nick Woodman
1489,Stephen Elop
1490,Bob Aiken
1491,Jimi Hendrix
1492,Lyndon Rive
1493,William Conway
1494,Mario Longhi
1495,Steve Kessler
1496,Robert Gottlieb
1497,David Bell
1498,Donald Thomson
1499,Michael Logan
1500,Steve Blumenthal
1501,Frank Umbach
1502,Barrington Parker
1503,Weisman
1504,Anand Chokkavelu
1505,Ken Courtis
1506,Tim Gamble
1507,Alexandra Lebenthal
1508,Yeske Buie
1509,Jim Maragos
1510,David Page
1511,Doug Johnson
1512,Mayer Brown
1513,David Hunter
1514,Jeff Frankel
1515,Donahoe
1516,Warren Distinguished
1517,Peter Stein
1518,Value Read
1519,Jenny Zaharia
1520,Dustin Moskovitz
1521,White
1522,Jonathan Hinze
1523,Lucas JacksonDo
1524,Ron Carson
1525,Jan Brewer
1526,Henry Blodget
1527,Paul Graham
1528,Aengus McMahon
1529,Mike Swell
1530,Chang
1531,Jane Hudson Ridley
1532,Jan Jahosky
1533,Charles Driza
1534,Sam Cookney
1535,Michael Carrazza
1536,Jack McCabe
1537,Guo Zhenxi
1538,Ron Zeibig
1539,Yishan Wong
1540,Jonathan Ernst
1541,Kevin Scott
1542,Scott Kapnick
1543,Daniel Dienst
1544,Paul Logan
1545,Ken Thompson
1546,Richard Fuld
1547,William Popejoy
1548,John Davis
1549,Brian Johnson
1550,Kenneth Starr
1551,Ginny Rometty
1552,Mark McCollum
1553,Tony Nash
1554,Tilman Fertitta
1555,Richard Portes
1556,Jacqueline Goldberg
1557,Stefano Dolcetta
1558,Mark Fields
1559,Julian Hartnoll
1560,Joe Ratterman
1561,Jonathan Oringer
1562,Steve Johnson
1563,John Challenger
1564,George Roberts
1565,Marc Koven
1566,Joseph Magnacca
1567,Mindy Diamond
1568,Andy Grove
1569,Josephine Mason
1570,Wan Dong
1571,Steve Jobs
1572,Klaus Kleinfeld
1573,Gregg Steinhafel
1574,Andrew Kuchins
1575,Schwarzenegger
1576,Charlie Evans
1577,Alfred Cowles
1578,Richard Posner
1579,Kyle
1580,John Rishton
1581,Pierre Denis
1582,Peter Reidhead
1583,Henry Kravis
1584,Mark Wynne
1585,Dave DeWalt
1586,Takeshi Niinami
1587,Steve Roberts
1588,Doug Whitman
1589,Jonathan Luttwak
1590,Andrew Yang
1591,Martine Rothblatt
1592,David Rho
1593,Mohamed El-Erian
1594,Steve Ballmer
1595,Frank Wania
1596,Tim Adams
1597,Moran
1598,Charles Gifford
1599,Ralph Lauren
1600,Van Smit
1601,Peter Jun
1602,Cuddy
1603,Nicholas Woodman
1604,Bill Lovette
1605,Lee Hefty
1606,Hiroshi Kameyama
1607,Jody Thompson
1608,Stephenson
1609,Hunter Thompson
1610,Bob Brackett
1611,Charlie Robertson
1612,Medicare Levy
1613,John Schaberg
1614,Robert Benmosche
1615,Time Cook
1616,Kitchen
1617,Bob Borkowski
1618,John Sculley
1619,Lex Fenwick
1620,Josh Reich
1621,Justin Samson
1622,George Chen
1623,Tim Moore
1624,Joseph Carson
1625,Eric Rosengeren
1626,William Brouder
1627,Fred Smith
1628,Evan Williams
1629,Alan Cullison
1630,Justin Smith
1631,Harold Brooks
1632,Shelby Harmon
1633,Frank Gretz
1634,Sergio Ermotti
1635,Jack Liew
1636,Jim Snyder
1637,Jeremy Christianson
1638,Automotive Foresight
1639,Don Griffin
1640,Eric Miller
1641,Edward Breen
1642,John Clarke
1643,Brendan Moynihan
1644,Monty Bennett
1645,Nassef Sawiris
1646,Frank Blake
1647,Jeffrey Gundlach
1648,Rama Krishna
1649,Warren Lichtenstein
1650,Makoto Kikuchi
1651,Michael Robinson
1652,Steve Cheney
1653,Justin Knight
1654,Doug Rauch
1655,Hank Greenberg
1656,Robert Thomson
1657,Sally Smith
1658,James Gorman
1659,Naomi Simson
1660,Prikhodko
1661,Tim Johnson
1662,Tony Weisman
1663,Ashraf Laidi
1664,Mark Gorton
1665,William Hague
1666,Adie Kriegstein
1667,Kevin Roberts
1668,Vikram Pandit
1669,Keith Pogson
1670,Michael Abelson
1671,Chanda Kochhar
1672,Eric Hunsader
1673,John Mason Brown
1674,Adam Zoia
1675,Bob Tinker
1676,Pierre Beaudoin
1677,Andrew Madoff
1678,Daft Punk
1679,John Mayer
1680,Brown Forman
1681,Stephen Smith
1682,Lai
1683,Steve Einhorn
1684,Frank Aquila
1685,Ginni Rometty
1686,Todd Builione
1687,Lehner
1688,Chuck Grom
1689,Ken Hasegawa
1690,John Davie
1691,Michael Evans
1692,Eric Penzer
1693,John Comerford
1694,Bill Graham
1695,Mike Perlis
1696,Frank Han
1697,Jonathan Lemire
1698,David Thomson
1699,Riaan Manser
1700,Robert Flexon
1701,Lisa Su
1702,Jon Kinderlerer
1703,Jon Patrick
1704,Michael Glenn
1705,Bruce Rose
1706,New Baltimore
1707,Steve Caldeira
1708,Joerg Assmussen
1709,James Thompson
1710,Steve Hipple
1711,Ross Mitchell
1712,James Holbrook
1713,Flaps Podcast
1714,Jonathan Neman
1715,J.K. Shin
1716,Bill Sullivan
1717,Michael Jacobs
1718,Eric Mack
1719,Paul Galant
1720,Peter Sands
1721,Ryo Koyama
1722,Sherlock Holmes
1723,Rank Name
1724,Martin Doudoroff
1725,Bjerke
1726,Ivan Glasenberg
1727,Rick Meckler
1728,Peter Englund
1729,Mary Maersk
1730,Sueddeutsche Zeitung
1731,George Ferguson
1732,Chapman
1733,Eddie Chow
1734,John Schultz
1735,Vicent Viola
1736,Rick Wagoner
1737,Bob Evans
1738,Mixed
1739,Jeff Gundlach
1740,George Parker
1741,Brian Murphy
1742,Mark Swartzberg
1743,Richard Anderson
1744,Marcus Hagedorn
1745,Thomas Prendergast
1746,Jack Nash
1747,Alfredo Castillo
1748,Ken Okuyama
1749,George Bell
1750,Micah Berman
1751,Michael Tolmach
1752,Tetsuro Kato
1753,Gary Loveman
1754,Meredith Whitney
1755,Dan Sullivan
1756,Stephen S. Palmer
1757,Daniel DAniello
1758,Liborio Guarulla
1759,Jamie Lissette
1760,Jeffrey Solomon
1761,Peter Hancock
1762,Tim Strauts
1763,Kozlowski
1764,Charles Roeder
1765,George Bush
1766,Dave Maloney
1767,Brian Chesky
1768,Joseph Cotterill
1769,James von Simson
1770,Dave Graham
1771,Len Cohen
1772,Cristoph Mueller
1773,David Wilcox
1774,Bernd Pischetsrieder
1775,Stephan Winkelmann
1776,Where Loeb
1777,Joel Snyder
1778,Russel Kinnel
1779,Michael Cohen
1780,Ajay Banga
1781,Ron Starner
1782,Kip Tindell
1783,Daniel Miller
1784,Sandie Tillotson
1785,Charlie Shrem
1786,Mark Phelan
1787,Tom Kostigen
1788,Dennis Robertson
1789,Debney
1790,David Schecter
1791,Peter Robinson
1792,Michael Klibaner
1793,Ron Duke
1794,Doug Ketterer
1795,Anatoly Golubchick
1796,Bjorn Hanson
1797,Baigio Chiarolanza
1798,Jeff Garzick
1799,Richard Smith
1800,Jon Cohen
1801,Fred Dicker
1802,Craig Smith
1803,Marcelo Claure
1804,Scott Bell
1805,John Dolan
1806,John Lavallo
1807,Frank Sinatra
1808,Ross McEwan
1809,Bank Austria
1810,Liz Hayes
1811,Elon Musk
1812,Laura Lang
1813,Noah Breslow
1814,Appleton
1815,Dan Mahony
1816,Scott Dietzen
1817,Barry O'Leary
1818,William Kahane
1819,Justin Bachman
1820,Michael Pascucci
1821,Corpbank
1822,Anthony Simon
1823,Ron Sargent
1824,Leo Apotheker
1825,Van Houten
1826,Bill McDermott
1827,Juraj Bednar
1828,Shannon Page
1829,Vera Amador
1830,Dave Schultz
1831,Jim Genia
1832,Greg Boerboom
1833,John Legere
1834,Kathy Savitt
1835,Marisa Mayer
1836,Jeff Mortimer
1837,Keenan Thompson
1838,Alexei Portansky
1839,Denise Morrison
1840,John Foraker
1841,Père Goriot
1842,Phillip Johnson
1843,Jack Smith
1844,Anthony Mardach
1845,Jeffrey Bewkes
1846,Joe Tsai
1847,Scott Berlinger
1848,Laura Morrison
1849,Nick Davis
1850,Micheal Lynton
1851,William Ackman
1852,Dan Hesse
1853,Jack Cuneo
1854,Mark Ungewitter
1855,Amy Bisceglia
1856,George Zimmer
1857,Don Callahan
1858,Marc Mentry
1859,Kasper Rorsted
1860,Marty Whitman
1861,Mitchell Krebs
1862,Scott Mayerowitz
1863,David Cohen
1864,Jeremy Brown
1865,Richard Baker
1866,Lyndon Johnson
1867,Warren Buffett
1868,Pete Flint
1869,Jack Abramoff
1870,Jerry Greenberg
1871,Kevin Systrom
1872,Matt Shattock
1873,Kyle Bass
1874,John Miller
1875,Ajaypal Banga
1876,Takashi Watanabe
1877,Frits van
1878,Howard Weil
1879,Joshua Blackman
1880,Vince Houghton
1881,Mike Tyson
1882,Brad McMillan
1883,Joseph Nacchio
1884,William Duker
1885,Joshua Weiner
1886,Frank Pare
1887,Richard Hayne
1888,Dick Handler
1889,Harold Ross
1890,Ken Schlenker
1891,Ken Jennings
1892,Tim Ballisty
1893,Peter Chou
1894,Armand Arton
1895,Frank Roberts
1896,Norbert Reithofer
1897,Jeremy Clark
1898,Saul Loeb
1899,Jeffrey Bloomer
1900,Steve Bernstein
1901,Jerry Yang
1902,Michael Pearson
1903,Kauffman
1904,Brian Lederman
1905,Tom Werner
1906,Neil O'Leary
1907,John Ulzheimer
1908,Scott Cook
1909,Mimic
1910,Bob Gates
1911,Nick Taranto
1912,Bob Brown
1913,Jim Parker
1914,Paul Maritz
1915,Demyer
1916,Richard Schilsky
1917,John Evans
1918,Kermit Crawford
1919,Jim Dondero
1920,Howard Kirschenbaum
1921,William Waldock
1922,Jeff Boyd
1923,Ross Levine
1924,Mark Warner
1925,Musings
1926,Sam Kamin
1927,Stay Ahead
1928,Mark Robinson
1929,Fred Schiff
1930,Ron Vlaar
1931,Italian Unicredit
1932,Bradley Dodson
1933,Michael Johnson
1934,Scott Davis
1935,Sergio Lora
1936,Yihong Chen
1937,Bernd Leukert
1938,Darren Sproles
1939,Van Heusen
1940,Dorothy Rabinowitz
1941,Roger Ailes
1942,Mark Garnier
1943,Josh Brown
1944,David Komansky
1945,Howard Shultz
1946,Michael Karp
1947,Jeremy Liew
1948,David Rock
1949,Anatoly Kurmanaev
1950,Steve Wamhoff
1951,Andon Cord
1952,Audrey Kaplan
1953,Michael Cherney
1954,Cutler
1955,Brad Bennett
1956,Brady Dougan
1957,Charles Boustany
1958,Jonathan Zabusky
1959,Alex Ferguson
1960,Eric Petroff
1961,Keith McMullin
1962,Lance Roberts
1963,Brent Thill
1964,Larry Elliot
1965,Dissent
1966,Larry Fink
1967,Peterborough Prison
1968,Mike Dolan
1969,Richard Madigan
1970,Jeff Berwick
1971,Michael Saunders
1972,Mohamed El-
1973,Daniel Vasella
1974,Bernard Sucher
1975,Jim Schoff
1976,Jeff Schultz
1977,James P. Gorman
1978,David Batchelder
1979,Jeff Goldstein
1980,Traugott Kaminski
1981,Ian Bell
1982,Jalili
1983,David Greenlaw
1984,Mohammed Morsi
1985,Calhoun
1986,Inge Thulin
1987,John Wick
1988,Kalak
1989,Stephen Wynn
1990,Eric Woerth
1991,Enrique Salem
1992,Kramer
1993,Naguib Sawiris
1994,Stuart Culverhouse
1995,Robert Diamond
1996,David Aviezer
1997,Leslie Beck
1998,David Lifson
1999,Jane Chung
2000,Dayan
2001,Jessica Liebman
2002,Bruce Einhorn
2003,Greg Kaplan
2004,Bruce Berkowtiz
2005,Jim Chanos
2006,Wayne Edelman
2007,Ken Cowley
2008,Henri Proglio
2009,Mario Bergoglio
2010,Richard Elman
2011,Douglas Rushkoff
2012,Paul Wright
2013,Charles Baker
2014,David Falconer
2015,Todd Davis
2016,Mike Myers
2017,Josh Bohlander
2018,Clayton Woitas
2019,Jeff Stein
2020,David Webb
2021,Tom Joyce
2022,Ken Moelis
2023,Robert Thomas
2024,Van Roosebeke
2025,Martin Mallett
2026,Jerry Dryer
2027,Tore Ellingsen
2028,Say Hello
2029,Joseph Balkoski
2030,John Taft
2031,Rupert Murdoch
2032,Managing Partner
2033,Nazare Paulista
2034,John Schnittker
2035,Albert Saiz
2036,Stephen Bird
2037,Bill Cheney
2038,Martin Rothblatt
2039,Steve Sweeney
2040,Bill Brouder
2041,Chris Albrecht
2042,Mike Arrington
2043,Danite
2044,Michael Menatian
2045,Jerry Jacobs
2046,Nadal
2047,Craig Charney
2048,Jonathan Miller
2049,Suleyman Aslan
2050,Mike Ullman
2051,Jerry Moyes
2052,Peter Welch
2053,Meredith Galante
2054,George Dickel
2055,Mary Barra
2056,Andrew Mackenzie
2057,Amy Bensted
2058,Paal Kibsgaard
2059,Petite
2060,Michael Corbat
2061,Josh Olson
2062,Japan Name
2063,Glenn Carell
2064,Dan Loeb
2065,Fred Cornelius
2066,John Griffin
2067,Dan Akerson
2068,Judge Posner
2069,Michael Grant
2070,Kevin Connolly
2071,Paul Evans
2072,Mario Anzuoni
2073,Brian Armstrong
2074,Jon Moeller
2075,Hobby Lobby
2076,Charles Morrison
2077,Spencer Rascoff
2078,David Casterton
2079,Peter Diamond
2080,Thorsten Heins
2081,Bill Murray
2082,Scott Moore
2083,Mark Frissora
2084,Eric Thayer
2085,Tarullo
2086,Bob Greifeld
2087,Julius Caesar
2088,Sorenson
2089,Joel Naroff
2090,Zogby
2091,Stuart Pearson
2092,Caucasian Knot
2093,Steve Stecklow
2094,Elizabeth Dillon
2095,Cochran
2096,Loren Smith
2097,Ben van Beurden
2098,Vince McMahon
2099,Don Sterlingcould
2100,Andy Kessler
2101,Lex Kerssemakers
2102,Rich Ricci
2103,Kent Robertson
2104,Giles Clarke
2105,Allen
2106,Prem Watsa
2107,Charles Amos Dice
2108,Michael Hanson
2109,John Shin
2110,Yanqi Lake
2111,Steve Prince
2112,Jan Koum
2113,Kevin Nursick
2114,Julian Simon
2115,Jim Chambers
2116,Carol Evans
2117,William Ziff
2118,John Mulligan
2119,Michael Mullaney
2120,Charles Bennett
2121,Matt Johnson
2122,Ron Coen
2123,Richard Houston
2124,Bruce Thompson
2125,Jakob Denzinger
2126,Richard Wright
2127,Michael Tomasky
2128,Don Basile
2129,Charles Evans
2130,Steve Getzug
2131,Scott Thomson
2132,Nicholas Snyder
2133,Greg Woock
2134,Scott Phoenix
2135,George Papaconstantinou
2136,Jim Smith
2137,Stephen Hester
2138,Michael Kitson
2139,James Hogan
2140,Peter Mathieson
2141,Don Blandin
2142,Tim Ash
2143,Mary Bottari
2144,Mike Lynch
2145,Thor Halvorssen
2146,Douglas Yeardley
2147,Sam RoWhen
2148,Regulation Down
2149,Ian Schafer
2150,Key Biscayne
2151,Steve Sather
2152,Dave Brat
2153,Barry Sommers
2154,Harold Williams
2155,Vongfong
2156,Meredith Chivers
2157,Peter Hans
2158,Stephen Goldbart
2159,Henry Romero
2160,Richard Ziegler
2161,Martin Walsh
2162,Jayshree Ullal
2163,Marius Zaharia
2164,John Sviokla
2165,Rex Tillerson
2166,Scott Lawson
2167,Jim Angleton
2168,Jon Matonis
2169,Sam Palmisano
2170,Arlene Harrison
2171,Randall Stephenson
2172,Larry Robbins
2173,Liz Weston
2174,Maurice Taylor
2175,Wetherbee
2176,John Stephenson
2177,Peter Voser
2178,Michael Brown
2179,Arie Belldegrun
2180,Satoru Iwata
2181,Michael Kowalski
2182,Paul Whetsell
2183,Sharmyn Calhoun
2184,Jon Oringer
2185,Kevin Rose
2186,Todd Ruppert
2187,Bobby Lee
2188,Bob Calderoni
2189,Adirek Sripratak
2190,Mohamed Morsi
2191,Steve Eisman
2192,Don Brandt
2193,Roberto Setubal
2194,Chenault
2195,Jim Atchison
2196,Chris Grant
2197,Pawn Shop
2198,Andrei Kostin
2199,Scott Minerd
2200,Charles Pierrepont
2201,Scott Brown
2202,Widmer
2203,Heather Bresch
2204,Rosemary Stott
2205,Jimmy Buffett
2206,Steve Sapra
2207,Joseph Desmaret
2208,Bill Singer
2209,Michael Heseltine
2210,Evan Osnos
2211,Mark Bertolini
2212,James MacDonald
2213,Jack Welch
2214,Jane Jacobs
2215,Balkoski
2216,Doctoroff
2217,Jeremy Allaire
2218,Dov Charney
2219,Cohen
2220,Volodymyr Kipen
2221,Craig Johnson
2222,John Mack
2223,Rich Kinder
2224,Charles Lister
2225,Greg Simon
2226,Evan Brown
2227,Javier Romero
2228,Ricardo Salgado
2229,Aamer Safraz
2230,Alan Clarke
2231,Liz Robbins
2232,Matt Rose
2233,Mike Bloomberg
2234,Watanabe
2235,Conference Survey
2236,Renewal
2237,Daniel Doctoroff
2238,Brian McClung
2239,Thomas Campbell
2240,Nine Districts
2241,Patrick Doyle
2242,Igor Sechin
2243,Robert Johnson
2244,Gerald Storch
2245,Eddie Murphy
2246,Leo Drollas
2247,Matt Roberts
2248,Frank Bennack
2249,Tim Gronniger
2250,Bank Customer Service
2251,Satya Patel
2252,Bernard Arnault
2253,Larry Ellison
2254,John Rourke
2255,Benmosche
2256,John Callahan
2257,Stuart Wenham
2258,Ray Irani
2259,James DiLellio
2260,Bob Gay
2261,David Fite
2262,Gil Oren
2263,Bush Signs
2264,Penny Pritzker
2265,Mark Rosenker
2266,Jeffrey Bronchick
2267,David Mdzinarishvili
2268,Sergei Mitrokhin
2269,Wolfson
2270,John Corina
2271,John Engler
2272,Pam Liebman
2273,Jesse Vollmar
2274,Jeff Johnson
2275,Muhammad Morsi
2276,Chuck Prince
2277,David Brown
2278,Bill Gross
2279,George Spirits
2280,Daniel Ernst
2281,Scott Patterson
2282,Bill Gates
2283,Bernard Madoff
2284,Joe Lentini
2285,David Miller
2286,Bryan Stockton
2287,Mark Gongloff
2288,Carlos Brito
2289,Steve Miller
2290,Blankfein
2291,Joseph Landy
2292,Spike
2293,Stumpf
2294,Ibrahima Sylla
2295,Jamie Webster
2296,John Thain
2297,Philip Johnson
2298,Richard Strassberg
2299,Geiger
2300,Sheldon Lavin
2301,David Leithead
2302,Cole Wilcox
2303,Spike Albrecht
2304,Chad Johnson
2305,Doug Ewert
2306,Chris DeWolfe
2307,Robert Marcus
2308,Brad Burnham
2309,Craig Gross
2310,Jose Ivan
2311,Badri Patarkatsishvili
2312,Michael Block
2313,Peter Buffett
2314,Yang Jun
2315,Ahold USA
2316,Mark Karpeles
2317,Rothblatt
2318,Lee Bucheit
2319,David Davis
2320,Ken Bentsen
2321,Craig Jarvis
2322,Eric Garcetti
2323,Mike West
2324,Bobby Parisi
2325,Daniel Nadler
2326,Noam Chomsky
2327,Graciela Caçador
2328,Lanebrook Limited
2329,Marianne Bitler
2330,Alessandro Profumo
2331,Jim Whiddon
2332,Mike McGinn
2333,Scott Mackenzie
2334,Michael Moran
2335,Gracia Martore
2336,Solo
2337,Jonathan Lewis
2338,Mount Vesuvius
2339,Wu Qingyong
2340,George Jaresky
2341,Dick Snyder
2342,Ross Larsen
2343,Wayne Rooney
2344,Murray Kessler
2345,Alexandra Valencia
2346,Ric Spooner
2347,Remo Ruffini
2348,Mike Giglio
2349,Nick Brown
2350,Doug Porter
2351,McGregor
2352,Darren Johnson
2353,Bob Miller
2354,Armstrong
2355,Charles Recknagel
2356,Boersen Zeitung
2357,Thomas Kennedy
2358,Mickey Arison
2359,Ben Verwaayen
2360,Mark Mobius
2361,Doug Oberhelman
2362,Judge Wid
2363,Eric Beech
2364,Concentric Networks
2365,Mike Bass
2366,Doug Parker
2367,Tony Fadell
2368,Nick Spanos
2369,Kyle Whelliston
2370,William Porter
2371,Charlie Ergen
2372,Evan
2373,John Geanakoplos
2374,John Glenn
2375,Jeff Cohen
2376,Jessica Rinaldi
2377,Jonathan Ross
2378,Andrew Heiberger
2379,Don Hankins
2380,Anand Shah
2381,Mary Roberts
2382,Stephen Cohen
2383,Mike Derchin
2384,Steve Mack
2385,Robert Iger
2386,Nelson Peltz
2387,Warren Buffet
2388,Desert Sunlight
2389,Gordon Moore
2390,James Debney
2391,Marco Palmieri
2392,Jonathan Wilcox
2393,Hazama Ando
2394,Carly Fiorina
2395,Rich Bernstein
2396,Philippe Legrain
2397,Ron Eddie
2398,Charles Murray
2399,Tim Roberts
2400,Wayne LaPierre
2401,Drew Horter
2402,Greg Block
2403,Terry Laughlin
2404,Jack Chubb
2405,James Ross
2406,Dan Diamond
2407,Don Mulligan
2408,Richard Anthony
2409,Frank Siebelt
2410,Jon Sundt
2411,Martin Pring
2412,Robert Einhorn
2413,Craig Mayes
2414,Richard Kinder
2415,John Scully
2416,Alan Herrick
2417,Doug Ketter
2418,Jeff Stratton
2419,Howard Rehs
2420,David Skeie
2421,John Boris
2422,Richard Gilhooly
2423,Paolo Zaniboni
2424,Only Cyprus
2425,Anzor
2426,Amy Pascal
2427,Dick Clark
2428,David Joyce
2429,John Thavis
2430,Anthony Rodriguez
2431,Mark Austen
2432,Rich Handler
2433,Travis Kalanick
2434,Richard Treibick
2435,Mark Hand
2436,Michael Gerson
2437,Giles Palmer
2438,Mary Davis
2439,James Dolan
2440,Jessica Parker
2441,Richard Clough
2442,Judge Haralson
2443,Bill Dunkelberg
2444,Douglas Oberhelman
2445,Unocoin
2446,Kevin Counihan
2447,Pat Gelsinger
2448,Michael Gross
2449,Mark Hood
2450,Johnny Carson
2451,Stefan Scheplick
2452,Pierre Noel
2453,Juniper Networks
2454,¬ Barclays
2455,Michael McCaul
2456,Toby Porter
2457,Aga Barberini
2458,Charlie Scharf
2459,Tim Logan
2460,Carson Block
2461,Martin Redrado
2462,Ric Edelman
2463,Anthony Tan
2464,Doug Hodge
2465,Justin Amash
2466,Jeff Bell
2467,Bingham McCutchen
2468,Drew Houston
2469,Masayoshi Amamiya
2470,Kevin Monday
2471,William Peltz
2472,Prem Jain
2473,William Brandt
2474,Ian Read
2475,Dan Greenhaus
2476,Jonathan Bass
2477,Robert Steurer
2478,Bjorn Kjos
2479,Scott Smith
2480,Rick Lentini
2481,Nick Szabo
2482,Bob Ross
2483,Kevin O'Leary
2484,David Reis
2485,Alexandre Tombini
2486,WARN
2487,Book Club
2488,Nik Huslan
2489,Chiasson
2490,Mark Zuckerbergs
2491,Eddie Lampert
2492,Joaquim Levy
2493,Sarah Lacy
2494,Reed Hasting
2495,John Rasweiler
2496,Bewkes
2497,Link Pack
2498,Tom Enders
2499,Glenn Beck
2500,Michael Spencer
2501,John McCarvel
2502,Jeff Ubben
2503,Bild Zeitung
2504,Frederic Laluyaux
2505,John Strong
2506,Michael Thacker
2507,Lex Suvanto
2508,Gordon Smith
2509,Bob Corker
2510,Jim Morrison
2511,Peter Lilleøre
2512,Jack Davis
2513,Avishai Abrahami
2514,Toshi Jain
2515,William Einhorn
2516,Mark Miller
2517,Myron Ullman
2518,Marc Schauten
2519,Alexandra Hudson
2520,Don Wood
2521,Andrew Kinder
2522,Charles Scharf
2523,Michael Parker
2524,Steve West
2525,Oeyvind Eriksen
2526,David Kowach
2527,Pierre Laubies
2528,Severin Schwan
2529,Has Levie
2530,William Bernstein
2531,Ken Kremer
2532,Jonathan Weil
2533,Jeff Smith
2534,David Eady
2535,Jeff Kelter
2536,John Chambers
2537,Michael Collins
2538,Amy Cuddy
2539,Eric Schultz
2540,Peter Siebold
2541,Cecile Vannucci
2542,Michiko Hasegawa
2543,Jonathan Barratt
2544,Koichi Hamada
2545,Dennis Hudachek
2546,Jochen Duemler
2547,Mark Watson
2548,Emil Brolick
2549,Brittani Caetano
2550,Nick Hayek
2551,Scott Heiferman
2552,John Arnold
2553,John Thompson
2554,William Smead
2555,William Noah
2556,Sean Connolly
2557,Marc Gabelli
2558,James Cook
2559,Paul Kedrosky
2560,Mrs Hodge
2561,John Logsdon
2562,Nigel Lawson
2563,Riccardo Zacconi
2564,Peter Arduini
2565,Dwaine van Vuuren
2566,Lanham Napier
2567,Dave Friedberg
2568,Charles Saydah
2569,Brian Kelley
2570,Paul Mason
2571,Mai Boliang
2572,Michael Boardman
2573,William Johnson
2574,Lewis Frankfort
2575,Richard Stein
2576,Alexei Khazbiyev
2577,Howard Schulz
2578,Richard Snow
2579,David Whitney
2580,Schroeder
2581,Paul Jacobs
2582,Keith Jarvis
2583,Jesse Marrus
2584,Jim Hughes
2585,Rick Dreiling
2586,Marcus Noland
2587,Christine Day
2588,Rainer Baake
2589,Bank Name
2590,David Wright
2591,Frank Jordans
2592,David Malpass
2593,Mike Evans
2594,Robbie Allen
2595,John Ivison
2596,Ron Johnson
2597,Michael Duke
2598,Peter Chatwell
2599,Valtz
2600,Stephen Odell
2601,Alexei Miller
2602,Craig Wright
2603,Mikhail Brudno
2604,Hall
2605,Scott Seiwert
2606,Levinsohn
2607,Frank Addante
2608,Charles Prince
2609,Frank Jenkins
2610,Lucas Duplan
2611,David Paterson
2612,Jon Hamm
2613,Michael Fries
2614,David Pyott
2615,William Bowen
2616,Michael Jefferies
2617,Davis
2618,Christine Lagardeon
2619,James Dinan
2620,Watson
2621,Elizabeth Duke
2622,Jeff Clark
2623,Paul Johnson
2624,David Schafer
2625,Zachary Karabell
2626,Evan Spiegel
2627,Alan Smith
2628,Richard Whitney
2629,Only Germany
