,0
2630,Mary Guardiano
2631,John Browett
2632,Patricia Cohen
2633,Michael Bennett
2634,Jim Grant
2635,Peter Bartlett
2636,Scott Dittman
2637,Paula Douarte
2638,Michael Pagano
2639,Jan Blakeley
2640,Frank W.
2641,Peter Loescher
2642,Safra Catz
2643,Michael Iachini
2644,Jane Macon
2645,Lourenco Goncalves
2646,Mark Karpelis
2647,Jim Ziegler
2648,Mario Draghi
2649,John Noronha
2650,Chris Larsen
2651,Peter Horrell
2652,David Drumm
2653,David Schick
2654,Roger Josefsson
2655,Masayoshi Son
2656,Steve Clark
2657,Jonathan Nolen
2658,Alex Gruzen
2659,Eric Bandholz
2660,Luciene Oliveira
2661,David Abney
2662,Joseph Stiglitz
2663,Mark Konyn
2664,George Boole
2665,Meg Whitman
2666,Consensus Metrix
2667,Eddie Rodriguez
2668,Edward Lampert
2669,Greg Stemm
2670,Ted Marlow
2671,Adrianny Castillo
2672,Richard Edelman
2673,David Berman
2674,Terry Lundgren
2675,Lawler
2676,Peter Benington
2677,Walmart Asia
2678,Everything Jobs
2679,Walt Bettinger
2680,Elghanayan Corzine
2681,Bob Sasser
2682,Subsidiary
2683,Josh Chin
2684,Rick Alden
2685,Alan Gorman
2686,Marc Andreesen
2687,Mark Evans
2688,Lauren
2689,Pascal
2690,John Travolta
2691,John Dewey
2692,Scott Thompson
2693,Javier Molinero
2694,Kirk Miller
2695,Korchemkintold Bloomberg
2696,Satya Nadella
2697,Steve Wright
2698,Donatien Schramm
2699,Jessica Einhorn
2700,Cooper Howes
2701,Bill Pugliano
2702,Stephane Richard
2703,Tom Tucci
2704,William Lovette
2705,William Steiger
2706,David Kotok
2707,Alan Meier
2708,Paul Piff
2709,Steve Chow
2710,Mark Benioff
2711,Bev Kearney
2712,John Lake
2713,Paul Turek
2714,Celine Dion
2715,Bullish Tepper
2716,Henry BathÂ
2717,Luke Kanies
2718,Marc Jacobs
2719,Bob Ferguson
2720,Nagai
2721,Mark Rubin
2722,Peter Brandt
2723,Michael Dolan
2724,Jeffrey Knight
2725,Daniel Mudd
2726,Richard Lipstein
2727,Jeff Smidt
2728,Doug Trott
2729,Roger Graham
2730,Marc Edelman
2731,Richard Branson
2732,Bundesbank Against
2733,Charles Weinstein
2734,Dave Lesar
2735,Smith
2736,Eric Schatzker
2737,Jon Nazca
2738,Waggoner
2739,Ken Powell
2740,Brownings Bakers
2741,Mike Corbat
2742,Bernardo Hees
2743,Pritzker
2744,Bernard Baruch
2745,Mike Jackson
2746,Sergei Smirnov
2747,Bill Smead
2748,Alexey Miller
2749,Travis Tygart
2750,Asjylyn Loder
2751,Steve Kaplan
2752,Robert Lynch
2753,Michael Rucci
2754,Michael Weil
2755,Jack Ablin
2756,Rocca Salimbeni
2757,William Kristol
2758,John Madigan
2759,Michael Madigan
2760,Don Mattrick
2761,Peter Hayes
2762,Jeff Joerres
2763,Michael Strain
2764,Van Rompuy
2765,Sam Walsh
2766,Jeffery Ubben
2767,John Nash
2768,Hiroshi Amano
2769,Tim Simpson
2770,Mike Bird
2771,Anand Nallathambi
2772,Tim Griffin
2773,Bob Benmosche
2774,Michael Freeburg
2775,Fujio Mitarai
2776,Duncan MacKenzie
2777,Jack Dorsey
2778,Laurence Fink
2779,Adrian Smith
2780,Whitman
2781,John Iten
2782,Ellison
2783,Tim Swanson
2784,Michael Lynch
2785,Micheal Bloomberg
2786,Whitehouse
2787,Matthew Schmidt
2788,Ross Levinsohn
2789,Gordon Clark
2790,Douglas McMillon
2791,Scott Ross
2792,Dave Clark
2793,Steve Baker
2794,Pat Robertson
2795,Dick Fulds
2796,John S. Chen
2797,Tom Long
2798,Richard Chilton
2799,Daniel Bauer
2800,Eric Larson
2801,Terry Semel
2802,Hormazd Sorabjee
2803,Kristin Johnson
2804,Dan Mendelson
2805,Stuart Bernstein
2806,Matt Evans
2807,Douglas Porter
2808,Roger Jenkins
2809,Warren Shoulberg
2810,Steve Wynn
2811,Susan Bloomberg
2812,Peter Cook
2813,William Dudley
2814,Les Moonves
2815,Rony Abovitz
2816,Ev Williams
2817,Richard Davis
2818,Stuart Miller
2819,Liz Laderman
2820,Brent Saunders
2821,Dan Bauer
2822,Famous Amos
2823,Howard Levine
2824,John Porter
2825,Josh Birnbaum
2826,William Clark
2827,Philippe Laffont
2828,Michael MacSweeney
2829,Jeff Mezger
2830,Douglas Carswell
2831,Russ Kinnel
2832,Keith McCullough
2833,Sergio Marchionne
2834,John Hammergren
2835,Stern
2836,Kuhn Loeb
2837,Charlie Bird
2838,Josh Levine
2839,Barry Brandt
2840,Dan Dicker
2841,Representative Walden
2842,David Goldberg
2843,Barry Porter
2844,Alan Goodson
2845,Herb Kelleher
2846,Michael Needham
2847,Joshua Tetrick
2848,John Mitchell
2849,Yang Yuanqing
2850,Terence Kawaja
2851,Thomas Jones
2852,Nick Vinocur
2853,Etemaad
2854,Jeff Miller
2855,Rebekah Brooks
2856,Bob Davis
2857,Jerry Moran
2858,William Courtright
2859,Josh Pettitt
2860,Lei Qiang
2861,Nick Griffin
2862,Subbarao
2863,Jon S. Corzine
2864,Alan Tonelson
2865,John Simon
2866,David Roodman
2867,Nick Graham
2868,Scott Schweighauser
2869,Eric Walsh
2870,Gemini
2871,Mark Jenkins
2872,Averted
2873,William Stanley
2874,Brian Ferguson
2875,Joseph Engelberg
2876,Ron DeCicco
2877,Jaden Smith
2878,Jason Rabinowitz
2879,Engaged Cornell
2880,David Weinreb
2881,Bepe Grillo
2882,Thierry Leyne
2883,Adrian Ash
2884,Marcelo Salomon
2885,Sheldon Whitehouse
2886,Gonzalo Higuain
2887,Riordan Roett
2888,Mass Psychology
2889,Jeff Hirsch
2890,Strauss Zelnick
2891,John Gomes
2892,Scott Stransky
2893,Bobby YipAs
2894,Joshua Berlinger
2895,Richard Donnell
2896,Bill Roberts
2897,Zucker
2898,Peter Renton
2899,Mary Thompson
2900,Jessica Bemer
2901,Richard Bernstein
