,0
18826,20%
18827,2.67%
18828,2%
18829,2.45%
18830,2.8%
18831,1.9%
18832,0.8%
18833,75%
18834,470%
18835,17%
18836,27%
18837,"1,000%"
18838,"10,000%"
18839,"100,000%"
18840,100%
18841,3.1%
18842,3.0%
18843,2.9%
18844,2.8%
18845,62.8%
18846,63.2%
18847,7.3%
18848,7.2%
18849,62.8%
18850,63.2%
18851,67.9%
18852,62.8%
18853,63.2%
18854,7.3%
18855,7.2%
18856,0.3%
18857,0.7%
18858,1.3%
18859,2.73%
18860,0.5%
18861,0.3%
18862,0.2%
18863,4.9%
18864,4.7%
18865,89%
18866,68%
18867,67%
18868,31%
18869,7.3%
18870,0.3%
18871,0.2%
18872,0.1%
18873,2.8%
18874,1.4%
18875,10.8%
18876,7.3%
18877,7.2%
18878,7.6%
18879,-1.7%
18880,7.3%
18881,7.2%
18882,12%
18883,2%
18884,6%
18885,50%
18886,26-28%
18887,70%
18888,45%
18889,40%
18890,2.5%
18891,10%
18892,2.5%
18893,40%
18894,-55%
18895,50%
18896,10%
18897,2.5%
18898,70%
18899,25%
18900,8%
18901,50%
18902,20%
18903,20%
18904,40-55%
18905,40%
18906,-2.14%
18907,-0.47%
18908,0%
18909,1%
18910,99%
18911,1%
18912,-0.07%
18913,0.29%
18914,-0.07%
18915,6.5%
18916,6.0%
18917,4%
18918,4.65%
18919,3.9%
18920,+51%
18921,2.8%
18922,3%
18923,3.5%
18924,-12%
18925,-22%
18926,25%
18927,90%
18928,95%
18929,78%
18930,30%
18931,90%
18932,20%
18933,30%
18934,50%
18935,90%
18936,95%
18937,78%
18938,30%
18939,90%
18940,20%
18941,30%
18942,50%
18943,67.9%
18944,11%
18945,10%
18946,20.79%
18947,28.95%
18948,16%
18949,23%
18950,79%
18951,-80%
18952,90%
18953,%
18954,2%
18955,7%
18956,2%
18957,3.9%
18958,2.75%
18959,3.5%
18960,4.65%
18961,22%
18962,4%
18963,4.65%
18964,3.9%
18965,+51%
18966,2.8%
18967,3%
18968,3.5%
18969,-12%
18970,-22%
18971,-15%
18972,1.5%
18973,2.0%
18974,2%
18975,3%
18976,3.5%
18977,3%
18978,70%
18979,34%
18980,27%
18981,55%
18982,63%
18983,49%
18984,2.05%
18985,9.4%
18986,77%
18987,16%
18988,7%
18989,7%
18990,-10%
18991,5%
18992,37%
18993,22%
18994,7%
18995,105%
18996,71%
18997,105%
18998,71%
18999,50%
19000,2.8%
19001,7.0%
19002,63%
19003,49%
19004,67%
19005,57%
19006,62%
19007,24%
19008,10.1%
19009,6.9%
19010,3%
19011,14.2%
19012,14.3%
19013,14.3%
19014,14.2%
19015,19.2%
19016,20%
19017,2.8%
19018,2.0%
19019,12.5%
19020,9.29%
19021,6.7%
19022,52%
19023,%
19024,5.5%
19025,3.3%
19026,10%
19027,40%
19028,2.16%
19029,15%
19030,90%
19031,10%
19032,70%
19033,15%
19034,10%
19035,80%
19036,50%
19037,6.5%
19038,1.3%
19039,0.8%
19040,7%
19041,7.6%
19042,7%
19043,7%
19044,7%
19045,7%
19046,7%
19047,7%
19048,7%
19049,39%
19050,38%
19051,0.5%
19052,0.7%
19053,1.0%
19054,54%
19055,1%
19056,45%
19057,24%
19058,1.4%
19059,20%
19060,15%
19061,25%
19062,25%
19063,15%
19064,33%
19065,10%
19066,10%
19067,10%
19068,9%
19069,151%
19070,56%
19071,90%
19072,10%
19073,1.5%
19074,8.2%
19075,1.8%
19076,35%
19077,37.8%
19078,86%
19079,48%
19080,47%
19081,40%
19082,46%
19083,14%
19084,95%
19085,6%
19086,35%
19087,53%
19088,9.4%
19089,18%
19090,4%
19091,10-15%
19092,80%
19093,20%
19094,20%
19095,1.2%
19096,1.7%
19097,2%
19098,2%
19099,1.5%
19100,25%
19101,50%
19102,1.2%
19103,1.4%
19104,2.5%
19105,50%
19106,14%
19107,10%
19108,6%
19109,1%
19110,20%
19111,0.6%
19112,6.6%
19113,5.2%
19114,50%
19115,80%
19116,60%
19117,40%
19118,10%
19119,20%
19120,36%
19121,24.4%
19122,63%
19123,61.9%
19124,0.5%
19125,0.2%
19126,1%
19127,12%
19128,-17%
19129,3.7%
19130,0.7%
19131,15%
19132,5%
19133,-4.7%
19134,25%
19135,10%
19136,10%
19137,-5.9%
19138,-11.7%
19139,99.5%
19140,1%
19141,1%
19142,1%
19143,1%
19144,1%
19145,0.1%
19146,25%
19147,30%
19148,1%
19149,1%
19150,0.5%
19151,0.25%
19152,0.10%
19153,0.01%
19154,0.01%
19155,1%
19156,0.1%
19157,99%
19158,3-5%
19159,4%
19160,1%
19161,0.1%
19162,1%
19163,1%
19164,0.1%
19165,1%
19166,0.5%
19167,99%
19168,99.5%
19169,0.5%
19170,0.5%
19171,0.5%
19172,99.5%
19173,99.5%
19174,0.1%
19175,0.5%
19176,0.1%
19177,99.5%
19178,0.1%
19179,31%
19180,31%
19181,40%
19182,30%
19183,-0.7%
19184,-9.2%
19185,5.25%
19186,35%
19187,10%
19188,99.9%
19189,0.5%
19190,0.1%
19191,1%
19192,8%
19193,10%
19194,1%
19195,0.5%
19196,0.1%
19197,1%
19198,1%
19199,2%
19200,10%
19201,20%
19202,40%
19203,90%
19204,1%
19205,12%
19206,2%
19207,3.5%
19208,1.75%
19209,3%
19210,0.7%
19211,2%
19212,0.25%
19213,1.8%
19214,1.5%
19215,1.8%
19216,-2.8%
19217,-7%
19218,1%
19219,5%
19220,2%
19221,8%
19222,4.16%
19223,4.58%
19224,12%
19225,25%
19226,6%
19227,3.5%
19228,7%
19229,71.8%
19230,7.6%
19231,22.2%
19232,0.7%
19233,0.8%
19234,0.4%
19235,0.2%
19236,2%
19237,1.6%
19238,10%
19239,7.3%
19240,30%
19241,50%
19242,6.4%
19243,1%
19244,10.5%
19245,9.5%
19246,7.8%
19247,60.7%
19248,7.1%
19249,5.6%
19250,14.2%
19251,66.2%
19252,30-40%
19253,56%
19254,8%
19255,24%
19256,50%
19257,70%
19258,8%
19259,10%
19260,21%
19261,25%
19262,18%
19263,18%
19264,18%
19265,30%
19266,12%
19267,57%
19268,126%
19269,1%
19270,10%
19271,78%
19272,24%
19273,56.5%
19274,57.3%
19275,39%
19276,60%
19277,170%
19278,75%
19279,21%
19280,32%
19281,20%
19282,18%
19283,56%
19284,1.1%
19285,7%
19286,8%
19287,2.6%
19288,2.5%
19289,4.7%
19290,2.4%
19291,2.5%
19292,2.8%
19293,13%
19294,10%
19295,8%
19296,4.7%
19297,2.4%
19298,2.5%
19299,2.8%
19300,2.5%
19301,1.7%
19302,7.6%
19303,25%
19304,50%
19305,1.6%
19306,0.3%
19307,7%
19308,2%
19309,2%
19310,34%
19311,0.8%
19312,0.9%
19313,0.8%
19314,0.6%
19315,0.3%
19316,2.1%
19317,0.8%
19318,0.6%
19319,38%
19320,6.8%
19321,3.5%
19322,12%
19323,20%
19324,82%
19325,50%
19326,50%
19327,10%
19328,1%
19329,10%
19330,91%
19331,91%
19332,1%
19333,11%
19334,25%
19335,30%
19336,50%
19337,30%
19338,15%
19339,12%
19340,20%
19341,55%
19342,15%
19343,25%
19344,84%
19345,52.6%
19346,55.2%
19347,15.5%
19348,15.6%
19349,41%
19350,60%
19351,43%
19352,77%
19353,0.1%
19354,21%
19355,40%
19356,32%
19357,12%
19358,14%
19359,23%
19360,46%
19361,46%
19362,75%
19363,11%
19364,10%
19365,10%
19366,21.6%
19367,-0.1%
19368,0.7%
19369,0.2%
19370,0.3%
19371,-0.1%
19372,+0.7%
19373,+0.3%
19374,+0.1%
19375,-1.6%
19376,-1.1%
19377,4.5%
19378,3.2%
19379,9.77%
19380,9.98%
19381,50%
19382,10%
19383,25.5%
19384,31%
19385,32%
19386,17%
19387,1.7%
19388,1.95%
19389,2%
19390,19%
19391,3%
19392,37%
19393,2.71%
19394,16%
19395,-0.58%
19396,-0.08%
19397,0.47%
19398,1%
19399,2%
19400,0.25%
19401,4%
19402,90%
19403,73%
19404,73%
19405,50%
19406,50%
19407,50%
19408,50%
19409,5%
19410,50%
19411,50%
19412,50%
19413,5%
19414,50%
19415,5%
19416,25%
19417,50%
19418,50%
19419,81%
19420,70%
19421,10%
19422,20%
19423,20%
19424,2%
19425,3.5%
19426,1.75%
19427,3%
19428,28%
19429,2%
19430,+%
19431,6%
19432,25%
19433,46.8%
19434,6%
19435,6%
19436,1.2%
19437,2%
19438,-0.4%
19439,+4.8%
19440,-0.5%
19441,+1.3%
19442,+0.2%
19443,+2.6%
19444,1.9%
19445,12%
19446,55%
19447,18%
19448,10%
19449,10%
19450,26%
19451,20%
19452,2%
19453,2-3%
19454,6%
19455,2.8%
19456,1.6%
19457,3.4%
19458,10%
19459,4%
19460,3%
19461,51%
19462,20%
19463,30%
19464,0.7%
19465,16%
19466,20%
19467,20%
19468,30%
19469,36%
19470,36%
19471,36%
19472,50%
19473,27%
19474,0.75%
19475,30%
19476,34%
19477,38%
19478,26%
19479,40%
19480,35%
19481,1%
19482,36%
19483,33%
19484,31%
19485,35%
19486,11%
19487,270%
19488,-0.4%
19489,+4.8%
19490,-0.5%
19491,+1.3%
19492,+0.2%
19493,+2.6%
19494,26%
19495,75%
19496,4%
19497,2%
19498,50%
19499,19%
19500,50%
19501,7%
19502,49%
19503,69.5%
19504,0.2%
19505,0.4%
19506,0.1%
19507,2.69%
19508,0.4%
19509,0.1%
19510,3.5%
19511,1%
19512,29%
19513,29%
19514,-8%
19515,-3%
19516,7%
19517,33%
19518,8%
19519,2.2%
19520,2.7%
19521,1%
19522,10%
19523,26%
19524,2.9%
19525,2.7%
19526,6.5%
19527,2%
19528,3.00%
19529,3.25%
19530,3.50%
19531,5%
19532,0.3%
19533,75%
19534,8.1%
19535,7.8%
19536,54%
19537,3.00%
19538,3.25%
19539,3.50%
19540,5%
19541,17%
19542,5.7%
19543,6.0%
19544,3-6%
19545,5.0%
19546,-5%
19547,-6%
19548,65%
19549,9%
19550,3.6%
19551,2.5%
19552,10%
19553,36%
19554,47%
19555,25%
19556,300%
19557,4.5%
19558,10%
19559,75%
19560,8.1%
19561,7.8%
19562,1%
19563,3.9%
19564,3.5%
19565,3.3%
19566,2.5%
19567,1.5%
19568,30%
19569,6%
19570,3%
19571,10%
19572,33%
19573,26%
19574,20%
19575,5%
19576,75%
19577,75%
19578,24%
19579,8-11%
19580,0.3%
19581,0.7%
19582,10%
19583,37%
19584,6.49%
19585,2.28%
19586,3.89%
19587,23%
19588,8.1%
19589,7.8%
19590,0.25%
19591,0.8%
19592,0.33%
19593,85-90%
19594,36%
19595,69%
19596,81%
19597,14.3%
19598,400%
19599,80%
19600,18%
19601,1.0%
19602,1.2%
19603,1%
19604,10%
19605,25%
19606,2.4%
19607,0.3%
19608,0.2%
19609,2.78%
19610,3.2%
19611,4.35%
19612,4.58%
19613,35%
19614,30%
19615,35%
19616,39.6%
19617,36%
19618,2.9%
19619,15%
19620,7.5%
19621,31.6%
19622,45%
19623,2.7%
19624,3.5%
19625,4%
19626,6%
19627,6%
19628,6%
19629,30%
19630,35%
19631,4%
19632,10-20%
19633,3.7%
19634,6%
19635,0.0%
19636,0.4%
19637,3.2%
19638,2.9%
19639,1.9%
19640,12.8%
19641,1.8%
19642,14%
19643,12%
19644,27%
19645,50%
19646,35%
19647,35%
19648,6.5%
19649,2.5%
19650,6.0%
19651,6.5%
19652,2.5%
19653,6.0%
19654,5.5%
19655,6.5%
19656,2.5%
19657,6.0%
19658,2.5%
19659,0.2%
19660,0.3%
19661,2.74%
19662,1.0%
19663,1.2%
19664,0.4%
19665,0.1%
19666,0.0%
19667,-0.1%
19668,0.2%
19669,0.1%
19670,0.3%
19671,0.4%
19672,0.3%
19673,0.2%
19674,0.3%
19675,0.4%
19676,0.4%
19677,0.3%
19678,0.3%
19679,0.4%
19680,1.0%
19681,1.4%
19682,1.4%
19683,1.0%
19684,0.1%
19685,0.2%
19686,0.0%
19687,1.0%
19688,1.2%
19689,0.1%
19690,1.7%
19691,4.8%
19692,0.9%
19693,7.7%
19694,24.5%
19695,4.8%
19696,0.9%
19697,24.5%
19698,29.5%
19699,32.5%
19700,1.9%
19701,7.5%
19702,2.2%
19703,41.7%
19704,32.4%
19705,3.3%
19706,8.4%
19707,1.1%
19708,20%
19709,30%
19710,+48%
19711,+43%
19712,+19%
19713,19%
19714,17%
19715,12%
19716,60%
19717,25%
19718,86%
19719,12%
19720,13%
19721,40%
19722,27%
19723,5%
19724,-5%
19725,-5%
19726,-5%
19727,2%
19728,2%
19729,40%
19730,96%
19731,%
19732,14%
19733,4%
19734,0.4%
19735,0.1%
19736,1%
19737,6%
19738,+4.4%
19739,+1.3%
19740,1%
19741,5-10%
19742,21.8%
19743,25%
19744,89%
19745,-2.47%
19746,11%
19747,3%
19748,5%
19749,-1.31%
19750,14%
19751,2.3%
19752,0.2%
19753,0.1%
19754,-0.2%
19755,1.7%
19756,1.5%
19757,-0.4%
19758,-0.6%
19759,0.2%
19760,1%
19761,1.4%
19762,0.8%
19763,-5.1%
19764,2.3%
19765,-1.2%
19766,60%
19767,44%
19768,49%
19769,40%
19770,6%
19771,17%
19772,23%
19773,3.6%
19774,3%
19775,1.4%
19776,7.8%
19777,1.6%
19778,1.5%
19779,5%
19780,8%
19781,20%
19782,30%
19783,20%
19784,17%
19785,0.5%
19786,0.2%
19787,0.5%
19788,0.5%
19789,1%
19790,0.1%
19791,0.1%
19792,85%
19793,7%
19794,29%
19795,62%
19796,18%
19797,2%
19798,52%
19799,70%
19800,30%
19801,20%
19802,30%
19803,25%
19804,50%
19805,80%
19806,27%
19807,5%
19808,20%
19809,33%
19810,20%
19811,-33%
19812,5%
19813,-8%
19814,5%
19815,-8%
19816,3%
19817,-5%
19818,3%
19819,-5%
19820,6.8%
19821,1.7%
19822,2%
19823,0.5%
19824,39.2%
19825,18.7%
19826,15.7%
19827,3.0%
19828,3.3%
19829,7.0%
19830,16%
19831,20%
19832,70%
19833,84%
19834,93%
19835,132%
19836,18.2%
19837,3.1%
19838,4.2%
19839,9.3%
19840,15.7%
19841,30-50%
19842,1%
19843,5-10%
19844,50%
19845,20%
19846,20%
19847,17%
19848,63%
19849,59%
19850,5%
19851,3%
19852,7%
19853,20%
19854,70%
19855,4.5%
19856,5%
19857,80%
19858,1%
19859,2.2%
19860,20%
19861,0.7%
19862,5%
19863,-5%
19864,-5%
19865,-5%
19866,2%
19867,2%
19868,1.6%
19869,1.8%
19870,1.6%
19871,3%
19872,37%
19873,27%
19874,26%
19875,15%
19876,14%
19877,54%
19878,16%
19879,57%
19880,50%
19881,36%
19882,0.31%
19883,0.67%
19884,0.10%
19885,2%
19886,0.8%
19887,83%
19888,5%
19889,10%
19890,26.5%
19891,14%
19892,27%
19893,31%
19894,15%
19895,26%
19896,20%
19897,18%
19898,100%
19899,1%
19900,0.25%
19901,0%
19902,0.25%
19903,-0.25%
19904,-0.25%
19905,0.25%
19906,%
19907,26.5%
19908,92.3%
19909,78.2%
19910,7.6%
19911,0.9%
19912,7.8%
19913,7.2%
19914,7.6%
19915,0.8%
19916,1.5%
19917,68%
19918,40%
19919,5%
19920,-20%
19921,20%
19922,2.5%
19923,0.6%
19924,1%
19925,2.2%
19926,1.1%
19927,4.6%
19928,5.6%
19929,2%
19930,1.1%
19931,80%
19932,5%
19933,5%
19934,83%
19935,-4.8%
19936,-1.7%
19937,0.43%
19938,6%
19939,25.3%
19940,24.8%
19941,30%
19942,83%
19943,2%
19944,0.3%
19945,0.6%
19946,0.3%
19947,1.5%
19948,1%
19949,22%
19950,90%
19951,56%
19952,65%
19953,50%
19954,.05%
19955,50.9%
19956,18%
19957,3.6%
19958,14%
19959,14%
19960,7%
19961,61%
19962,90%
19963,23%
19964,50%
19965,27%
19966,60%
19967,7.7%
19968,22%
19969,15%
19970,27%
19971,20%
19972,1%
19973,4%
19974,4%
19975,7%
19976,10%
19977,20%
19978,83%
19979,45%
19980,8%
19981,6.2%
19982,5.2%
19983,1.03%
19984,13.29%
19985,0.9%
19986,13%
19987,0.9%
19988,12.8%
19989,11.2%
19990,5-8%
19991,10%
19992,11.8%
19993,0.3%
19994,0.4%
19995,0.3%
19996,0.4%
19997,2.00%
19998,2.10%
19999,13.29%
20000,6.2%
20001,0.8%
20002,5.2%
20003,30-40%
20004,50%
20005,1%
20006,2%
20007,+6%
20008,2%
20009,2.7%
20010,1%
20011,6.9%
20012,57%
20013,75%
20014,0.4%
20015,13.1%
20016,15%
20017,3%
20018,1%
20019,3%
20020,16%
20021,83%
20022,30%
20023,30%
20024,12%
20025,26.9%
20026,8.7%
20027,4%
20028,2%
20029,5%
20030,10%
20031,11%
20032,5%
20033,26%
20034,0.1%
20035,5%
20036,15%
20037,4%
20038,25%
20039,15%
20040,5%
20041,20%
20042,3%
20043,2%
20044,1.0%
20045,1.7%
20046,60%
20047,40%
20048,10%
20049,15%
20050,4.5%
20051,400%
20052,400%
20053,80%
20054,400%
20055,22%
20056,70%
20057,400%
20058,2.6%
20059,1.2%
20060,10%
20061,85%
20062,80%
20063,80%
20064,30%
20065,2.9%
20066,3.0%
20067,14%
20068,36%
20069,2.0%
20070,0.1%
20071,0.5%
20072,1.2%
20073,0.8%
20074,33%
20075,7.0%
20076,6.1%
20077,6.9%
20078,45%
20079,0.8%
20080,96%
20081,96%
20082,16%
20083,3%
20084,3.5%
20085,2%
20086,3.5%
20087,10%
20088,19.39%
20089,2-3%
20090,2%
20091,-3%
20092,6%
20093,7%
20094,4%
20095,2%
20096,7.5%
20097,7%
20098,1.7%
20099,2%
20100,40%
20101,9.5%
20102,6.5%
20103,18%
20104,6.5%
20105,1.7%
20106,2%
20107,40%
20108,9.5%
20109,6.5%
20110,18%
20111,6.5%
20112,3.8%
20113,2.8%
20114,5.2%
20115,10%
20116,20%
20117,25%
20118,92%
20119,22%
20120,17%
20121,0%
20122,13.5%
20123,6.4%
20124,5.7%
20125,9%
20126,16%
20127,16%
20128,16%
20129,40%
20130,10%
20131,5.9%
20132,1.9%
20133,9.1%
20134,80%
20135,0.5%
20136,1%
20137,11%
20138,20%
20139,1.2%
20140,0.8%
20141,7%
20142,8.5%
20143,12.1%
20144,21.2%
20145,24.4%
20146,41.2%
20147,57.4%
20148,36.5%
20149,57%
20150,75%
20151,7.2%
20152,2%
20153,62.8%
20154,63.2%
20155,7.2%
20156,1.2%
20157,2.0%
20158,1.1%
20159,20%
20160,5.5%
20161,6%
20162,0.22%
20163,0.22%
20164,0.72%
20165,2.50%
20166,5%
20167,20%
20168,5%
20169,170%
20170,52%
20171,60%
20172,8.1%
20173,53%
20174,7.5%
20175,61%
20176,41%
20177,45%
20178,55%
20179,28%
20180,17%
20181,77%
20182,80%
20183,55%
20184,15%
20185,5%
20186,20%
20187,7.2%
20188,4.9%
20189,1.6%
20190,2.6%
20191,2.7%
20192,2.7%
20193,6.8%
20194,11.4%
20195,13.2%
20196,2.8%
20197,2.3%
20198,60%
20199,/40%
20200,6.8%
20201,1.7%
20202,16%
20203,8%
20204,"11,759%"
20205,706%
20206,134%
20207,25.1%
20208,20.1%
20209,30%
20210,70%
20211,77%
20212,3%
20213,4.35%
20214,2.54%
20215,46%
20216,62%
20217,100%
20218,26%
20219,75%
20220,7.2%
20221,0.1%
20222,26%
20223,30%
20224,2.4%
20225,3.1%
20226,1.1%
20227,2.0%
20228,3%
20229,2.2%
20230,36%
20231,83%
20232,200%
20233,81.5%
20234,76.2%
20235,70%
20236,39%
20237,0.008%
20238,34%
20239,5.7%
20240,6%
20241,7.1%
20242,1.7%
20243,1.3%
20244,7%
20245,65%
20246,70%
20247,4.8%
20248,4.4%
20249,2.4%
20250,4.6%
20251,20-25%
20252,5%
20253,0.8%
20254,0.4%
20255,0.3%
20256,-0.6%
20257,0.2%
20258,5%
20259,116%
20260,0.6%
20261,1.0%
20262,4.7%
20263,19.1%
20264,2.7%
20265,23.2%
20266,26%
20267,2.5%
20268,9.7%
20269,7.6%
20270,22%
20271,11.5%
20272,6%
20273,3%
20274,2%
20275,3%
20276,3%
20277,3.5%
20278,5-4%
20279,35%
20280,26.5%
20281,50%
20282,50%
20283,64%
20284,36%
20285,5%
20286,10-15%
20287,16%
20288,7.1%
20289,13.7%
20290,20%
20291,20%
20292,20%
20293,35%
20294,28%
20295,305%
20296,4%
20297,10.1%
20298,4.8%
20299,0.9%
20300,10%
20301,75%
20302,10%
20303,50.9%
20304,18%
20305,100%
20306,0.2%
20307,12.5%
20308,1.2%
20309,0.4%
20310,11%
20311,10%
20312,11.8%
20313,5.2%
20314,6.5%
20315,0.1%
20316,40%
20317,20%
20318,11.2%
20319,26%
20320,29%
20321,99.9%
20322,100%
20323,9%
20324,25%
20325,27%
20326,10%
20327,15%
20328,10%
20329,13%
20330,3.5%
20331,2%
20332,1.5%
20333,1.5%
20334,3.5%
20335,4%
20336,80%
20337,50%
20338,2%
20339,200%
20340,200%
20341,4%
20342,2.8%
20343,10-15%
20344,-6%
20345,1%
20346,2%
20347,14%
20348,10%
20349,90%
20350,40%
20351,10%
20352,16%
20353,2%
20354,16%
20355,11%
20356,7.1%
20357,5.6%
20358,13.7%
20359,13.5%
20360,30%
20361,50%
20362,30%
20363,30%
20364,40%
20365,7%
20366,0.4%
20367,2.6%
20368,21%
20369,0.5%
20370,1%
20371,2%
20372,1%
20373,1%
20374,140%
20375,2%
20376,2%
20377,1%
20378,8%
20379,99%
20380,1%
20381,21%
20382,12%
20383,10%
20384,13%
20385,7%
20386,5%
20387,2%
20388,6.4%
20389,5.6%
20390,59%
20391,5%
20392,10%
20393,2.5%
20394,53%
20395,-1%
20396,11%
20397,5%
20398,10%
20399,2.5%
20400,3.0%
20401,12%
20402,8%
20403,7.0%
20404,7.0%
20405,7.3%
20406,7.0%
20407,6.5%
20408,76%
20409,5%
20410,11.4%
20411,2.9%
20412,11.6%
20413,1%
20414,10.9%
20415,54%
20416,2.1%
20417,56%
20418,100%
20419,250%
20420,61%
20421,59%
20422,62%
20423,26%
20424,7%
20425,5%
20426,2%
20427,6%
20428,60%
20429,100%
20430,30%
20431,90%
20432,99%
20433,40%
20434,+%
20435,100%
20436,100%
20437,30%
20438,90%
20439,99%
20440,40%
20441,+%
20442,100%
20443,25%
20444,4.5%
20445,1.4%
20446,100%
20447,25.4%
20448,0.25%
20449,6.5%
20450,1.75%
20451,6.5%
20452,6.5%
20453,3%
20454,13.7%
20455,13.5%
20456,25.4%
20457,6.6%
20458,4.29%
20459,17%
20460,0.4%
20461,2.82%
20462,15%
20463,54%
20464,20%
20465,11%
20466,4.5%
20467,25%
20468,7.2%
20469,7.3%
20470,1.3%
20471,5.5%
20472,165%
20473,10%
20474,36%
20475,2%
20476,1.3%
20477,12%
20478,8%
20479,5%
20480,90%
20481,25%
20482,0.4%
20483,20%
20484,39%
20485,60%
20486,5%
20487,2%
20488,9%
20489,10%
20490,5%
20491,6%
20492,2%
20493,10%
20494,3.6%
20495,2.8%
20496,3.1%
20497,1.4%
20498,1.5%
20499,2.0%
20500,1.9%
20501,1.5%
20502,1.4%
20503,2.8%
20504,0.25%
20505,0%
20506,0.50%
20507,20.6%
20508,25%
20509,25%
20510,13%
20511,13%
20512,25%
20513,66%
20514,+5.47%
20515,11.5%
20516,12%
20517,25%
20518,25%
20519,-11.3%
20520,-6.56%
20521,12%
20522,25%
20523,6.5%
20524,2%
20525,8%
20526,7.8%
20527,7.6%
20528,30%
20529,20%
20530,0.04%
20531,0.09%
20532,0.04%
20533,0.07%
20534,15-20%
20535,58%
20536,60%
20537,30%
20538,13.2%
20539,29.5%
20540,27%
20541,7%
20542,25%
20543,90%
20544,7.1%
20545,6.1%
20546,7.5%
20547,0.4%
20548,6.1%
20549,25%
20550,31%
20551,24%
20552,40%
20553,44%
20554,40%
20555,43%
20556,40%
20557,18%
20558,43%
20559,45%
20560,37%
20561,46%
20562,43%
20563,40%
20564,44%
20565,43%
20566,42%
20567,42%
20568,40%
20569,46%
20570,43%
20571,71%
20572,87%
20573,68%
20574,5.8%
20575,50.6%
20576,20.3%
20577,2.8%
20578,45%
20579,16.4%
20580,85.5%
20581,57.3%
20582,39.4%
20583,26.8%
20584,17.8%
20585,27%
20586,1.9%
20587,2.8%
20588,3-6%
20589,3.0%
20590,2.9%
20591,2.8%
20592,2.9%
20593,0.8%
20594,7.0%
20595,7.3%
20596,7.2%
20597,63.0%
20598,2.86%
20599,7.0%
20600,1.1%
20601,7.0%
20602,1%
20603,7.0%
20604,7.0%
20605,63.0%
20606,62.8%
20607,58.6%
20608,58.3%
20609,3.6%
20610,6.2%
20611,7.0%
20612,7.3%
20613,63.0%
20614,62.8%
20615,63.0%
20616,62.8%
20617,7.0%
20618,7.3%
20619,0.1%
20620,0.3%
20621,0.5%
20622,0.3%
20623,0.2%
20624,0.2%
20625,0.1%
20626,2.0%
20627,2.2%
20628,0.1%
20629,1.1%
20630,1.2%
20631,7.0%
20632,7.3%
20633,7.2%
20634,0.2%
20635,1.6%
20636,20%
20637,3.6%
20638,70%
20639,7.3%
20640,7.2%
20641,0.3%
20642,0.3%
20643,0.1%
20644,2.87%
20645,6.4%
20646,5.6%
20647,7%
20648,4.35%
20649,2.54%
20650,46%
20651,62%
20652,3%
20653,15%
20654,3%
20655,6%
20656,3%
20657,3%
20658,6.5%
20659,1%
20660,2.4%
20661,3%
20662,93%
20663,1%
20664,66%
20665,3%
20666,1%
20667,3%
20668,16%
20669,83%
20670,2.5%
20671,24.6%
20672,24.3%
20673,46%
20674,35%
20675,30%
20676,3%
20677,3.1%
20678,1.4%
20679,1.5%
20680,5.9%
20681,6.5%
20682,22.3%
20683,31.5%
20684,5.5%
20685,5.8%
20686,5%
20687,5.2%
20688,1.6%
20689,3.1%
20690,2.7%
20691,3.5%
20692,3.5%
20693,12.7%
20694,5.6%
20695,7%
20696,17.7%
20697,8.1%
20698,16.7%
20699,12.7%
20700,16.7%
20701,10.7%
20702,2.8%
20703,1%
20704,0.2%
20705,0.2%
20706,1.1%
20707,1.9%
20708,0.06%
20709,2%
20710,6%
20711,10%
20712,20%
20713,4%
20714,6%
20715,-10%
20716,10%
20717,-15%
20718,4%
20719,8%
20720,3-4%
20721,3%
20722,3%
20723,200%
20724,6%
20725,20%
20726,2.5%
20727,2.5%
20728,3%
20729,5-6%
20730,2.82%
20731,5.67%
20732,5.67%
20733,1.55%
20734,1.55%
20735,15.84%
20736,15.85%
20737,1.46%
20738,1.50%
20739,100%
20740,200%
20741,200%
20742,80%
20743,7.0%
20744,1.1%
20745,7.0%
20746,-8%
20747,10%
20748,14%
20749,0.5%
20750,7%
20751,41%
20752,41%
20753,3.6%
20754,2%
20755,3.8%
20756,7.1%
20757,29.1%
20758,70%
20759,27%
20760,4%
20761,10-20%
20762,2%
20763,30%
20764,50%
20765,10%
20766,20%
20767,60.8%
20768,17%
20769,13.7%
20770,49%
20771,51%
20772,23%
20773,6%
20774,2%
20775,20%
20776,2.0%
20777,1.58%
20778,1.76%
20779,53%
20780,0.5%
20781,%
20782,2.0%
20783,2.3%
20784,0.7%
20785,2.4%
20786,1.2%
20787,1.8%
20788,5.6%
20789,4.7%
20790,1.9%
20791,2.2%
20792,0.9%
20793,0.1%
20794,2.4%
20795,50.8%
20796,49.7%
20797,40%
20798,28%
20799,27%
20800,0.4%
20801,1%
20802,2.8%
20803,10%
20804,16.6%
20805,12.4%
20806,"4,900%"
20807,730%
20808,79%
20809,100%
20810,28%
20811,22%
20812,50%
20813,30%
20814,80%
20815,20%
20816,50%
20817,20-30%
20818,2%
20819,18%
20820,26%
20821,10%
20822,10%
20823,20%
20824,20%
20825,10%
20826,9.7%
20827,11.1%
20828,8.1%
20829,3.0%
20830,7%
20831,5%
20832,12%
20833,6%
20834,25%
20835,13%
20836,165%
20837,11%
20838,6%
20839,9.1%
20840,3.5%
20841,1.2%
20842,2.29%
